"","Sub","Con","Pred","Cat_n","Choice","RT","Conf","Want2See","MotCon"
"3457","124","Comp","1",45,0,1.5633,4,0,TRUE
"3458","124","Comp","0",0,0,1.7414,5,1,FALSE
"3459","124","Comp","1",35,0,1.1041,5,0,TRUE
"3460","124","Comp","1",45,0,1.5499,2,0,TRUE
"3461","124","Comp","0",50,1,1.1479,4,1,TRUE
"3462","124","Comp","0",60,1,1.7041,4,1,TRUE
"3463","124","Comp","0",45,1,1.3231,1,1,TRUE
"3464","124","Comp","1",40,0,1.5248,2,0,TRUE
"3465","124","Comp","0",65,1,1.7458,5,1,TRUE
"3466","124","Comp","1",40,0,2.1223,1,0,TRUE
"3467","124","Comp","1",55,0,1.3492,1,0,TRUE
"3468","124","Comp","1",45,0,1.4989,2,0,TRUE
"3469","124","Comp","0",45,1,1.8763,1,1,TRUE
"3470","124","Comp","0",50,1,1.4375,3,1,TRUE
"3471","124","Comp","0",45,1,1.3443,4,1,TRUE
"3472","124","Comp","0",50,1,1.6012,2,1,TRUE
"3473","124","Comp","1",55,1,1.6012,4,0,FALSE
"3474","124","Comp","1",55,1,1.8589,4,0,FALSE
"3475","124","Comp","0",40,0,1.0662,4,1,FALSE
"3476","124","Comp","0",45,1,1.5614,2,1,TRUE
"3477","124","Comp","1",50,1,2.3928,4,0,FALSE
"3478","124","Comp","0",55,1,1.3037,4,1,TRUE
"3479","124","Comp","1",40,0,1.2894,2,0,TRUE
"3480","124","Comp","0",50,0,2.3247,1,1,FALSE
"3481","124","Coop","0",45,0,1.993,1,0,TRUE
"3482","124","Coop","1",55,1,1.1563,3,1,TRUE
"3483","124","Coop","0",55,1,1.4065,4,0,FALSE
"3484","124","Coop","0",45,0,1.0365,3,0,TRUE
"3485","124","Coop","1",40,0,1.4696,3,1,FALSE
"3486","124","Coop","0",40,0,1.461,2,0,TRUE
"3487","124","Coop","1",50,1,3.1321,1,1,TRUE
"3488","124","Coop","1",35,0,1.5971,4,1,FALSE
"3489","124","Coop","0",55,1,1.8818,4,0,FALSE
"3490","124","Coop","1",40,0,2.3343,5,1,FALSE
"3491","124","Coop","1",45,1,2.5691,1,1,TRUE
"3492","124","Coop","0",45,1,1.9332,4,0,FALSE
"3493","124","Coop","0",60,1,1.473,5,0,FALSE
"3494","124","Coop","0",60,1,1.0887,5,0,FALSE
"3495","124","Coop","0",50,1,1.7905,2,0,FALSE
"3496","124","Coop","0",50,1,0.8984,5,0,FALSE
"3497","124","Coop","0",40,0,1.046,3,0,TRUE
"3498","124","Coop","0",45,1,2.6241,1,0,FALSE
"3499","124","Coop","1",60,1,1.4338,3,1,TRUE
"3500","124","Coop","0",50,0,2.3629,1,0,TRUE
"3501","124","Coop","1",65,1,1.4831,4,1,TRUE
"3502","124","Coop","1",50,1,1.7711,3,1,TRUE
"3503","124","Coop","1",100,1,1.1928,5,1,TRUE
"3504","124","Coop","1",65,1,0.9656,5,1,TRUE
"3505","124","Coop","0",40,0,1.4082,2,0,TRUE
"3506","124","Coop","1",40,1,1.1731,1,1,TRUE
"3507","124","Coop","0",55,1,2.2468,4,0,FALSE
"3508","124","Coop","0",50,1,1.4902,5,0,FALSE
"3509","124","Coop","1",35,0,2.754,4,1,FALSE
"3510","124","Coop","0",55,1,1.8071,5,0,FALSE
"3511","124","Coop","0",40,0,1.5012,3,0,TRUE
"3512","124","Coop","1",40,1,1.4891,2,1,TRUE
"3513","124","Coop","1",50,1,1.2144,3,1,TRUE
"3514","124","Coop","1",60,1,1.0208,5,1,TRUE
"3515","124","Coop","0",65,1,1.8234,5,0,FALSE
"3516","124","Coop","0",60,1,1.233,5,0,FALSE
"3517","124","Coop","1",55,1,1.7186,3,1,TRUE
"3518","124","Coop","0",35,0,1.3637,4,0,TRUE
"3519","124","Coop","0",50,0,2.2631,1,0,TRUE
"3520","124","Coop","1",55,1,1.0012,3,1,TRUE
"3521","126","Comp","0",45,1,2.0868,4,1,TRUE
"3522","126","Comp","1",40,0,1.038,4,0,TRUE
"3523","126","Comp","1",35,0,1.767,4,0,TRUE
"3524","126","Comp","1",100,1,0.8853,5,0,FALSE
"3525","126","Comp","0",50,0,1.9837,4,1,FALSE
"3526","126","Comp","1",60,1,1.5117,4,0,FALSE
"3527","126","Comp","1",50,1,2.0568,3,0,FALSE
"3528","126","Comp","0",50,1,1.5775,4,1,TRUE
"3529","126","Comp","1",55,1,1.7375,4,0,FALSE
"3530","126","Comp","0",50,1,1.1128,4,1,TRUE
"3531","126","Comp","0",40,0,1.8176,4,1,FALSE
"3532","126","Comp","0",45,1,1.7369,4,1,TRUE
"3533","126","Comp","1",40,0,1.1966,4,0,TRUE
"3534","126","Comp","1",40,1,1.1014,4,0,FALSE
"3535","126","Comp","1",50,1,1.8239,4,0,FALSE
"3536","126","Comp","1",55,1,1.0001,4,0,FALSE
"3537","126","Comp","0",40,0,1.6687,4,1,FALSE
"3538","126","Comp","1",60,1,1.9764,4,0,FALSE
"3539","126","Comp","0",60,1,0.8118,5,1,TRUE
"3540","126","Comp","1",45,0,1.3992,3,0,TRUE
"3541","126","Comp","1",50,1,1.0891,4,0,FALSE
"3542","126","Comp","0",55,1,0.8272,4,1,TRUE
"3543","126","Comp","1",55,1,1.7225,4,0,FALSE
"3544","126","Comp","1",45,1,1.8405,4,0,FALSE
"3545","126","Comp","1",45,0,1.2739,4,0,TRUE
"3546","126","Comp","1",50,0,1.8842,4,0,TRUE
"3547","126","Comp","0",50,1,1.6454,4,1,TRUE
"3548","126","Comp","0",100,1,0.7416,5,1,TRUE
"3549","126","Comp","0",45,0,1.3715,4,1,FALSE
"3550","126","Comp","0",55,1,1.0493,4,1,TRUE
"3551","126","Comp","0",55,1,1.3623,4,1,TRUE
"3552","126","Comp","0",45,1,1.2212,4,1,TRUE
"3553","126","Comp","1",45,0,1.8776,4,0,TRUE
"3554","126","Comp","0",45,1,0.8296,4,1,TRUE
"3555","126","Comp","0",50,1,2.0229,4,1,TRUE
"3556","126","Comp","1",65,1,1.2409,2,0,FALSE
"3557","126","Comp","1",55,1,1.1546,4,0,FALSE
"3558","126","Comp","1",55,0,1.4514,4,0,TRUE
"3559","126","Comp","1",50,1,1.6438,4,0,FALSE
"3560","126","Comp","0",60,1,1.6559,4,1,TRUE
"3561","126","Coop","1",35,0,2.5722,4,1,FALSE
"3562","126","Coop","1",45,1,0.837,4,1,TRUE
"3563","126","Coop","0",45,1,1.3315,4,0,FALSE
"3564","126","Coop","0",35,0,1.3732,4,0,TRUE
"3565","126","Coop","0",45,0,2.0951,4,0,TRUE
"3566","126","Coop","1",50,0,1.5805,4,1,FALSE
"3567","126","Coop","1",60,1,1.3169,4,1,TRUE
"3568","126","Coop","0",40,0,1.3045,4,0,TRUE
"3569","126","Coop","0",55,1,0.8968,4,0,FALSE
"3570","126","Coop","1",100,1,1.2558,5,1,TRUE
"3571","126","Coop","0",50,1,2.188,3,0,FALSE
"3572","126","Coop","0",55,1,1.2127,4,0,FALSE
"3573","126","Coop","1",40,0,1.3077,4,1,FALSE
"3574","126","Coop","1",0,0,1.0474,5,1,FALSE
"3575","126","Coop","0",35,0,1.4839,5,0,TRUE
"3576","126","Coop","0",55,1,0.896,4,0,FALSE
"3577","126","Coop","1",45,1,1.4309,4,1,TRUE
"3578","126","Coop","1",65,1,1.1326,4,1,TRUE
"3579","126","Coop","0",45,0,1.5116,4,0,TRUE
"3580","126","Coop","1",50,0,1.3826,4,1,FALSE
"3581","126","Coop","1",40,1,2.1342,4,1,TRUE
"3582","126","Coop","0",40,0,1.5258,4,0,TRUE
"3583","126","Coop","0",50,1,1.2677,4,0,FALSE
"3584","126","Coop","1",40,1,2.488,3,1,TRUE
"3585","126","Coop","1",55,1,0.8185,4,1,TRUE
"3586","126","Coop","1",55,1,1.557,4,1,TRUE
"3587","126","Coop","1",60,1,1.4315,4,1,TRUE
"3588","126","Coop","1",50,0,0.95,4,1,FALSE
"3589","126","Coop","0",35,0,2.0704,4,0,TRUE
"3590","126","Coop","0",45,1,1.4736,4,0,FALSE
"3591","126","Coop","1",50,1,1.3393,3,1,TRUE
"3592","126","Coop","1",55,0,2.3037,4,1,FALSE
"3593","126","Coop","0",60,1,0.7983,5,0,FALSE
"3594","126","Coop","1",60,1,0.7951,5,1,TRUE
"3595","126","Coop","0",65,1,3.4481,5,0,FALSE
"3596","126","Coop","0",45,0,2.928,4,0,TRUE
"3597","126","Coop","1",45,0,2.1384,4,1,FALSE
"3598","126","Coop","0",60,1,0.779,4,0,FALSE
"3599","126","Coop","0",60,1,1.9385,4,0,FALSE
"3600","126","Coop","0",40,1,0.8977,4,0,FALSE
"3601","126","Comp","1",45,1,0.9449,4,0,FALSE
"3602","126","Comp","0",40,0,1.9347,4,1,FALSE
"3603","126","Comp","1",55,1,1.2868,4,0,FALSE
"3604","126","Comp","0",55,1,1.0032,4,1,TRUE
"3605","126","Comp","1",60,1,1.6089,4,0,FALSE
"3606","126","Comp","1",65,1,1.7833,4,0,FALSE
"3607","126","Comp","1",50,1,1.8266,4,0,FALSE
"3608","126","Comp","0",35,0,1.8654,4,1,FALSE
"3609","126","Comp","0",40,0,1.0167,4,1,FALSE
"3610","126","Comp","0",60,1,0.7568,4,1,TRUE
"3611","126","Comp","1",60,1,0.8587,4,0,FALSE
"3612","126","Comp","1",65,1,0.6346,4,0,FALSE
"3613","126","Comp","1",55,1,1.4829,4,0,FALSE
"3614","126","Comp","0",40,0,1.6526,4,1,FALSE
"3615","126","Comp","0",45,1,0.7516,4,1,TRUE
"3616","126","Comp","1",45,1,1.6676,4,0,FALSE
"3617","126","Comp","0",60,1,0.9995,4,1,TRUE
"3618","126","Comp","0",35,0,2.2043,4,1,FALSE
"3619","126","Comp","0",45,1,2.3721,4,1,TRUE
"3620","126","Comp","0",55,1,1.3885,4,1,TRUE
"3621","126","Comp","0",55,1,1.897,4,1,TRUE
"3622","126","Comp","0",50,1,1.7097,4,1,TRUE
"3623","126","Comp","0",35,0,1.7213,4,1,FALSE
"3624","126","Comp","1",50,1,0.998,4,0,FALSE
"3625","126","Comp","1",0,0,0.6391,5,0,TRUE
"3626","126","Comp","1",35,0,0.9785,4,0,TRUE
"3627","126","Comp","1",40,0,1.785,4,0,TRUE
"3628","126","Comp","1",45,0,2.2306,4,0,TRUE
"3629","126","Comp","1",60,1,0.7745,4,0,FALSE
"3630","126","Comp","0",50,0,2.0977,3,1,FALSE
"3631","126","Comp","1",40,0,1.5898,4,0,TRUE
"3632","126","Comp","0",50,1,0.8987,4,1,TRUE
"3633","126","Comp","0",0,0,0.8217,4,1,FALSE
"3634","126","Comp","0",55,1,1.8812,4,1,TRUE
"3635","126","Comp","0",65,1,1.7921,4,1,TRUE
"3636","126","Comp","1",50,1,2.3331,4,0,FALSE
"3637","126","Comp","0",60,1,1.0406,4,1,TRUE
"3638","126","Comp","1",35,0,4.6923,5,0,TRUE
"3639","126","Comp","0",65,1,1.2616,4,1,TRUE
"3640","126","Comp","0",65,1,1.8587,5,1,TRUE
"3641","126","Coop","1",50,0,2.0959,4,1,FALSE
"3642","126","Coop","0",50,0,1.3438,4,0,TRUE
"3643","126","Coop","1",45,1,0.731,4,1,TRUE
"3644","126","Coop","0",60,1,0.7044,4,0,FALSE
"3645","126","Coop","0",40,0,1.203,4,0,TRUE
"3646","126","Coop","1",55,1,0.7231,4,1,TRUE
"3647","126","Coop","1",50,1,1.5151,4,1,TRUE
"3648","126","Coop","0",50,1,1.4579,4,0,FALSE
"3649","126","Coop","0",45,0,1.3288,4,0,TRUE
"3650","126","Coop","1",60,1,1.0064,4,1,TRUE
"3651","126","Coop","1",65,1,0.8877,4,1,TRUE
"3652","126","Coop","0",50,0,1.326,4,0,TRUE
"3653","126","Coop","0",55,1,0.9407,4,0,FALSE
"3654","126","Coop","0",65,1,1.9343,4,0,FALSE
"3655","126","Coop","0",50,1,1.5843,4,0,FALSE
"3656","126","Coop","0",50,1,1.6352,4,0,FALSE
"3657","126","Coop","1",45,0,1.6676,4,1,FALSE
"3658","126","Coop","1",55,1,0.9351,4,1,TRUE
"3659","126","Coop","1",45,0,2.4988,4,1,FALSE
"3660","126","Coop","1",60,1,1.0856,4,1,TRUE
"3661","126","Coop","0",55,1,1.2767,4,0,FALSE
"3662","126","Coop","1",50,1,1.8211,4,1,TRUE
"3663","126","Coop","1",35,0,0.8074,5,1,FALSE
"3664","126","Coop","0",0,0,1.0266,5,0,TRUE
"3665","126","Coop","1",40,1,3.4859,5,1,TRUE
"3666","126","Coop","0",40,0,2.9147,4,0,TRUE
"3667","126","Coop","1",45,0,2.4213,4,1,FALSE
"3668","126","Coop","0",100,1,0.6909,5,0,FALSE
"3669","126","Coop","0",55,1,1.7199,4,0,FALSE
"3670","126","Coop","1",55,1,1.3186,4,1,TRUE
"3671","126","Coop","0",50,1,1.5403,4,0,FALSE
"3672","126","Coop","0",45,1,1.6235,4,0,FALSE
"3673","126","Coop","0",60,1,0.8314,5,0,FALSE
"3674","126","Coop","1",55,1,1.2907,5,1,TRUE
"3675","126","Coop","1",40,0,1.832,5,1,FALSE
"3676","126","Coop","0",55,1,0.7886,5,0,FALSE
"3677","126","Coop","1",35,0,0.8401,5,1,FALSE
"3678","126","Coop","1",50,1,0.7303,5,1,TRUE
"3679","126","Coop","1",65,1,1.215,5,1,TRUE
"3680","126","Coop","0",65,1,0.6943,5,0,FALSE
"3681","127","Comp","0",65,1,0.7018,4,1,TRUE
"3682","127","Comp","0",60,1,0.996,3,1,TRUE
"3683","127","Comp","0",65,1,0.8524,4,1,TRUE
"3684","127","Comp","0",50,0,1.4289,3,1,FALSE
"3685","127","Comp","0",50,1,1.3008,2,1,TRUE
"3686","127","Comp","0",50,1,2.2667,1,1,TRUE
"3687","127","Comp","1",50,0,2.4096,1,0,TRUE
"3688","127","Comp","0",55,1,1.4477,2,1,TRUE
"3689","127","Comp","1",45,0,1.6781,2,0,TRUE
"3690","127","Comp","1",35,0,1.0681,3,0,TRUE
"3691","127","Comp","1",50,0,1.8831,2,0,TRUE
"3692","127","Comp","0",40,0,1.8777,2,1,FALSE
"3693","127","Comp","0",55,1,0.9291,4,1,TRUE
"3694","127","Comp","1",55,1,2.8651,1,0,FALSE
"3695","127","Comp","0",40,0,1.2882,2,1,FALSE
"3696","127","Comp","1",50,0,1.7541,3,0,TRUE
"3697","127","Comp","1",45,0,1.4972,3,0,TRUE
"3698","127","Comp","1",50,0,1.3726,2,0,TRUE
"3699","127","Comp","0",35,0,1.98,3,1,FALSE
"3700","127","Comp","1",50,0,2.0538,3,0,TRUE
"3701","127","Comp","1",50,1,0.9949,3,0,FALSE
"3702","127","Comp","1",45,0,1.4418,2,0,TRUE
"3703","127","Comp","1",45,0,2.0959,2,0,TRUE
"3704","127","Comp","1",65,1,0.9436,5,0,FALSE
"3705","127","Comp","1",55,1,1.0198,4,0,FALSE
"3706","127","Comp","0",45,0,1.1634,3,1,FALSE
"3707","127","Comp","0",0,0,0.7191,5,1,FALSE
"3708","127","Comp","0",50,0,2.1101,1,1,FALSE
"3709","127","Comp","0",60,1,1.7056,2,1,TRUE
"3710","127","Comp","0",50,1,2.0336,2,1,TRUE
"3711","127","Comp","0",45,0,1.945,2,1,FALSE
"3712","127","Comp","0",55,1,0.9407,4,1,TRUE
"3713","127","Comp","0",45,0,1.4697,2,1,FALSE
"3714","127","Comp","0",50,0,1.4445,2,1,FALSE
"3715","127","Comp","1",100,1,0.8836,5,0,FALSE
"3716","127","Comp","0",60,1,1.0093,5,1,TRUE
"3717","127","Comp","1",55,1,1.349,4,0,FALSE
"3718","127","Comp","0",55,1,0.9335,3,1,TRUE
"3719","127","Comp","1",55,1,1.3816,3,0,FALSE
"3720","127","Comp","0",45,0,2.3484,2,1,FALSE
"3721","127","Coop","1",65,1,0.9533,4,1,TRUE
"3722","127","Coop","1",55,0,2.274,1,1,FALSE
"3723","127","Coop","1",50,1,0.9801,4,1,TRUE
"3724","127","Coop","0",50,1,2.714,1,0,FALSE
"3725","127","Coop","0",55,1,1.0799,4,0,FALSE
"3726","127","Coop","0",45,0,1.3569,2,0,TRUE
"3727","127","Coop","0",40,0,1.299,3,0,TRUE
"3728","127","Coop","0",65,1,0.7253,5,0,FALSE
"3729","127","Coop","0",55,1,1.332,3,0,FALSE
"3730","127","Coop","1",50,1,0.9396,4,1,TRUE
"3731","127","Coop","1",55,0,2.2292,3,1,FALSE
"3732","127","Coop","0",60,1,0.9416,3,0,FALSE
"3733","127","Coop","1",55,1,0.9397,3,1,TRUE
"3734","127","Coop","1",35,0,0.9798,4,1,FALSE
"3735","127","Coop","0",55,1,1.2236,2,0,FALSE
"3736","127","Coop","1",45,0,1.0636,2,1,FALSE
"3737","127","Coop","1",60,1,2.3673,2,1,TRUE
"3738","127","Coop","1",0,0,1.2736,5,1,FALSE
"3739","127","Coop","0",0,0,0.9436,5,0,TRUE
"3740","127","Coop","1",50,0,2.2504,2,1,FALSE
"3741","127","Coop","1",45,0,1.3614,3,1,FALSE
"3742","127","Coop","0",50,0,1.5649,2,0,TRUE
"3743","127","Coop","1",50,0,1.6324,1,1,FALSE
"3744","127","Coop","1",55,1,1.4786,3,1,TRUE
"3745","127","Coop","1",60,1,0.8043,4,1,TRUE
"3746","127","Coop","0",55,1,0.7591,4,0,FALSE
"3747","127","Coop","0",50,0,1.7644,4,0,TRUE
"3748","127","Coop","1",40,0,0.9639,4,1,FALSE
"3749","127","Coop","0",50,1,1.1495,3,0,FALSE
"3750","127","Coop","0",45,0,1.1254,4,0,TRUE
"3751","127","Coop","0",50,1,2.1181,1,0,FALSE
"3752","127","Coop","0",60,0,2.3551,1,0,TRUE
"3753","127","Coop","1",35,0,1.214,4,1,FALSE
"3754","127","Coop","0",50,0,2.218,2,0,TRUE
"3755","127","Coop","0",50,0,1.6888,2,0,TRUE
"3756","127","Coop","0",60,1,0.9147,5,0,FALSE
"3757","127","Coop","0",45,0,1.0722,5,0,TRUE
"3758","127","Coop","0",40,0,1.0692,5,0,TRUE
"3759","127","Coop","1",55,1,0.7692,5,1,TRUE
"3760","127","Coop","1",60,1,0.7482,5,1,TRUE
"3761","127","Comp","1",50,1,1.1917,2,0,FALSE
"3762","127","Comp","1",35,0,0.8019,5,0,TRUE
"3763","127","Comp","1",50,1,1.611,3,0,FALSE
"3764","127","Comp","0",40,0,0.8536,4,1,FALSE
"3765","127","Comp","1",60,1,2.5623,2,0,FALSE
"3766","127","Comp","1",45,1,2.0104,2,0,FALSE
"3767","127","Comp","0",55,1,1.0096,4,1,TRUE
"3768","127","Comp","1",65,1,1.2123,3,0,FALSE
"3769","127","Comp","1",65,1,0.8634,4,0,FALSE
"3770","127","Comp","1",55,1,1.9757,2,0,FALSE
"3771","127","Comp","1",60,1,0.927,5,0,FALSE
"3772","127","Comp","1",35,0,1.0613,4,0,TRUE
"3773","127","Comp","0",65,0,1.7274,4,1,FALSE
"3774","127","Comp","1",45,0,1.4914,4,0,TRUE
"3775","127","Comp","1",40,0,1.3352,4,0,TRUE
"3776","127","Comp","1",60,1,0.9901,5,0,FALSE
"3777","127","Comp","1",45,0,1.7648,3,0,TRUE
"3778","127","Comp","1",0,0,1.1411,5,0,TRUE
"3779","127","Comp","0",100,1,0.7607,5,1,TRUE
"3780","127","Comp","0",55,1,1.804,3,1,TRUE
"3781","127","Comp","1",60,1,0.9486,3,0,FALSE
"3782","127","Comp","0",40,0,0.945,4,1,FALSE
"3783","127","Comp","1",40,0,1.3193,3,0,TRUE
"3784","127","Comp","1",60,1,1.3295,3,0,FALSE
"3785","127","Comp","0",60,1,0.7608,5,1,TRUE
"3786","127","Comp","1",55,1,1.073,4,0,FALSE
"3787","127","Comp","0",60,1,1.2172,4,1,TRUE
"3788","127","Comp","1",40,0,1.0847,4,0,TRUE
"3789","127","Comp","0",35,0,0.8698,4,1,FALSE
"3790","127","Comp","0",50,1,0.9811,4,1,TRUE
"3791","127","Comp","1",40,0,1.101,4,0,TRUE
"3792","127","Comp","0",40,0,1.7255,4,1,FALSE
"3793","127","Comp","0",45,0,1.1147,3,1,FALSE
"3794","127","Comp","1",55,1,1.0734,5,0,FALSE
"3795","127","Comp","0",45,0,1.5075,3,1,FALSE
"3796","127","Comp","1",40,0,1.1604,4,0,TRUE
"3797","127","Comp","0",45,0,1.8723,3,1,FALSE
"3798","127","Comp","0",50,0,1.7816,3,1,FALSE
"3799","127","Comp","0",55,1,0.8705,5,1,TRUE
"3800","127","Comp","0",35,0,0.9167,3,1,FALSE
"3801","127","Coop","0",55,0,1.0785,2,0,TRUE
"3802","127","Coop","0",60,1,0.6528,5,0,FALSE
"3803","127","Coop","0",45,0,1.1553,3,0,TRUE
"3804","127","Coop","1",60,1,1.6116,4,1,TRUE
"3805","127","Coop","0",65,1,1.2403,4,0,FALSE
"3806","127","Coop","0",45,1,1.7771,1,0,FALSE
"3807","127","Coop","0",40,0,1.281,3,0,TRUE
"3808","127","Coop","1",40,0,1.6597,4,1,FALSE
"3809","127","Coop","0",35,0,0.7959,4,0,TRUE
"3810","127","Coop","0",40,0,1.2915,4,0,TRUE
"3811","127","Coop","0",100,1,0.8119,5,0,FALSE
"3812","127","Coop","1",40,0,1.097,3,1,FALSE
"3813","127","Coop","1",60,1,1.4412,4,1,TRUE
"3814","127","Coop","1",65,1,0.8675,4,1,TRUE
"3815","127","Coop","0",60,1,1.8156,3,0,FALSE
"3816","127","Coop","1",40,0,1.3083,4,1,FALSE
"3817","127","Coop","1",50,0,1.7924,4,1,FALSE
"3818","127","Coop","0",55,1,2.2665,3,0,FALSE
"3819","127","Coop","1",40,0,1.8987,3,1,FALSE
"3820","127","Coop","1",45,0,1.7382,3,1,FALSE
"3821","127","Coop","0",65,1,0.8441,5,0,FALSE
"3822","127","Coop","0",40,1,2.5219,1,0,FALSE
"3823","127","Coop","1",45,0,1.2501,4,1,FALSE
"3824","127","Coop","1",45,0,0.9779,4,1,FALSE
"3825","127","Coop","0",35,0,1.2666,3,0,TRUE
"3826","127","Coop","1",55,1,1.2276,4,1,TRUE
"3827","127","Coop","0",45,0,2.3043,3,0,TRUE
"3828","127","Coop","1",100,1,0.9531,5,1,TRUE
"3829","127","Coop","1",55,0,1.9297,4,1,FALSE
"3830","127","Coop","1",50,0,1.7303,3,1,FALSE
"3831","127","Coop","0",50,0,1.5544,3,0,TRUE
"3832","127","Coop","1",50,0,1.9669,3,1,FALSE
"3833","127","Coop","1",45,0,1.1321,4,1,FALSE
"3834","127","Coop","1",35,0,1.1246,5,1,FALSE
"3835","127","Coop","1",50,1,3.1076,2,1,TRUE
"3836","127","Coop","1",65,1,1.1016,4,1,TRUE
"3837","127","Coop","1",45,1,1.0756,4,1,TRUE
"3838","127","Coop","0",55,1,2.4983,2,0,FALSE
"3839","127","Coop","0",45,0,2.947,2,0,TRUE
"3840","127","Coop","0",35,0,1.0775,4,0,TRUE
"3841","129","Coop","0",100,1,1.1526,5,0,FALSE
"3842","129","Coop","0",50,1,1.6808,4,0,FALSE
"3843","129","Coop","0",35,0,2.0622,3,0,TRUE
"3844","129","Coop","0",50,1,3.1292,1,0,FALSE
"3845","129","Coop","1",40,0,2.0076,3,1,FALSE
"3846","129","Coop","1",45,1,2.3708,3,1,TRUE
"3847","129","Coop","0",55,1,1.3406,5,0,FALSE
"3848","129","Coop","1",35,1,2.2444,4,1,TRUE
"3849","129","Coop","0",50,0,2.2336,4,0,TRUE
"3850","129","Coop","1",55,1,1.9184,5,1,TRUE
"3851","129","Coop","0",60,1,1.6515,5,0,FALSE
"3852","129","Coop","0",45,1,2.5146,3,0,FALSE
"3853","129","Coop","0",40,0,2.5869,3,0,TRUE
"3854","129","Coop","1",45,0,1.6543,3,1,FALSE
"3855","129","Coop","0",45,1,2.5117,2,0,FALSE
"3856","129","Coop","0",50,0,2.2134,4,0,TRUE
"3857","129","Coop","0",50,1,1.6099,4,0,FALSE
"3858","129","Coop","1",55,1,1.1935,5,1,TRUE
"3859","129","Coop","0",55,1,1.6549,5,0,FALSE
"3860","129","Coop","1",40,1,3.1545,1,1,TRUE
"3861","129","Coop","1",50,1,2.3944,4,1,TRUE
"3862","129","Coop","0",35,0,1.6032,5,0,TRUE
"3863","129","Coop","0",60,1,2.0925,5,0,FALSE
"3864","129","Coop","0",50,1,2.6219,4,0,FALSE
"3865","129","Coop","1",0,0,1.4305,5,1,FALSE
"3866","129","Coop","1",65,1,1.0944,5,1,TRUE
"3867","129","Coop","1",55,1,2.5359,3,1,TRUE
"3868","129","Coop","0",45,0,3.763,1,0,TRUE
"3869","129","Coop","1",50,1,2.2254,4,1,TRUE
"3870","129","Coop","0",65,1,1.7609,5,0,FALSE
"3871","129","Coop","1",60,1,1.9835,4,1,TRUE
"3872","129","Coop","0",55,0,3.7705,1,0,TRUE
"3873","129","Coop","1",35,0,2.4348,3,1,FALSE
"3874","129","Coop","1",55,1,1.8558,5,1,TRUE
"3875","129","Coop","1",50,1,1.2061,5,1,TRUE
"3876","129","Coop","1",55,0,3.2507,2,1,FALSE
"3877","129","Coop","0",45,0,3.9582,1,0,TRUE
"3878","129","Coop","1",65,1,2.2011,5,1,TRUE
"3879","129","Coop","1",45,0,2.9642,4,1,FALSE
"3880","129","Coop","1",60,1,2.8786,3,1,TRUE
"3881","129","Comp","1",55,1,1.9843,4,0,FALSE
"3882","129","Comp","1",40,0,2.3491,4,0,TRUE
"3883","129","Comp","0",60,1,1.4534,5,1,TRUE
"3884","129","Comp","1",60,1,2.0817,5,0,FALSE
"3885","129","Comp","1",45,0,1.8133,4,0,TRUE
"3886","129","Comp","0",65,1,1.2538,5,1,TRUE
"3887","129","Comp","0",50,1,2.2006,3,1,TRUE
"3888","129","Comp","0",65,1,1.0264,5,1,TRUE
"3889","129","Comp","0",45,0,2.3112,3,1,FALSE
"3890","129","Comp","0",45,1,3.3547,1,1,TRUE
"3891","129","Comp","1",45,0,1.6591,3,0,TRUE
"3892","129","Comp","1",40,0,1.5021,4,0,TRUE
"3893","129","Comp","0",0,0,1.0789,5,1,FALSE
"3894","129","Comp","0",55,1,2.404,4,1,TRUE
"3895","129","Comp","0",35,0,2.0612,5,1,FALSE
"3896","129","Comp","0",35,0,1.9892,5,1,FALSE
"3897","129","Comp","1",45,0,3.2551,1,0,TRUE
"3898","129","Comp","1",65,1,1.2796,5,0,FALSE
"3899","129","Comp","0",55,1,1.4378,5,1,TRUE
"3900","129","Comp","0",45,0,3.8105,1,1,FALSE
"3901","129","Comp","0",40,1,1.1564,4,1,TRUE
"3902","129","Comp","1",40,0,3.0067,4,0,TRUE
"3903","129","Comp","0",40,0,2.8977,4,1,FALSE
"3904","129","Comp","0",55,1,1.9132,4,1,TRUE
"3905","129","Comp","1",55,1,1.8766,5,0,FALSE
"3906","129","Comp","1",35,0,3.3798,4,0,TRUE
"3907","129","Comp","1",60,1,1.1795,5,0,FALSE
"3908","129","Comp","0",100,1,1.5678,5,1,TRUE
"3909","129","Comp","1",55,1,1.1288,5,0,FALSE
"3910","129","Comp","1",55,1,2.5559,2,0,FALSE
"3911","129","Comp","0",45,0,3.8691,3,1,FALSE
"3912","129","Comp","0",50,1,3.6588,1,1,TRUE
"3913","129","Comp","1",55,1,1.1225,5,0,FALSE
"3914","129","Comp","0",40,1,2.3621,3,1,TRUE
"3915","129","Comp","0",40,0,2.7099,4,1,FALSE
"3916","129","Comp","0",45,0,3.1234,4,1,FALSE
"3917","129","Comp","1",50,1,4.763,3,0,FALSE
"3918","129","Comp","0",55,1,1.9688,3,1,TRUE
"3919","129","Comp","0",50,0,3.6954,3,1,FALSE
"3920","129","Comp","0",40,0,2.3442,4,1,FALSE
"3921","129","Coop","0",60,1,1.2719,5,0,FALSE
"3922","129","Coop","1",45,0,2.9547,4,1,FALSE
